rate_uuid,service_code,service_description,negotiated_rate,billing_code_type,billing_class,rate_type,organization_uuid,organization_name,organization_type,tin,provider_count,specialties,provider_types,zip_codes,state_codes,nppes_specialties,nppes_provider_types,primary_zip,primary_state,primary_specialty,primary_nppes_specialty,created_at,updated_at,rate_category,service_category
9014c403-c679-5bd5-8480-ddecbe3269c1,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",164.84,CPT,professional,negotiated,7f040f47-60ff-53a4-bc8d-43017d9b26b7,Organization-721484930,Unknown,721484930,1.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.304655+00:00,2025-05-29 13:18:33.304656+00:00,$100-500,Surgery
e5a0b871-214d-5753-93a9-21e3f5535619,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",164.84,CPT,professional,negotiated,6de96140-001f-5eb4-bbb5-f94feb9a431c,Organization-720423889,Unknown,720423889,383.0,[''],['Individual'],[],[],"['Radiology, Diagnostic Radiology'
 'Internal Medicine, Interventional Cardiology']",['Individual'],,,,"Radiology, Diagnostic Radiology",2025-05-29 13:18:33.304746+00:00,2025-05-29 13:18:33.304747+00:00,$100-500,Surgery
ff1b008f-d2bb-5d3e-9c0e-0a013bfbb8de,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",164.84,CPT,professional,negotiated,531fc07e-f079-5505-b533-1a63c77e70f8,Organization-721418764,Unknown,721418764,1.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.304842+00:00,2025-05-29 13:18:33.304842+00:00,$100-500,Surgery
548f281e-3be3-595a-87d3-e0453093436b,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",164.84,CPT,professional,negotiated,51161924-69ca-5055-84c7-e7e624307070,Organization-720578642,Unknown,720578642,19.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.304943+00:00,2025-05-29 13:18:33.304943+00:00,$100-500,Surgery
f2ec0afe-ad21-5b6c-bbec-3dcdc1b56c91,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",164.84,CPT,professional,negotiated,27d90c5c-353c-5739-96b5-1f085a48cf44,Organization-384089979,Unknown,384089979,6.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.305035+00:00,2025-05-29 13:18:33.305036+00:00,$100-500,Surgery
d53db395-df60-5d51-8073-a423d8626788,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",164.84,CPT,professional,negotiated,452d20a4-db4a-5239-9f88-c6b2bdabbca0,Organization-721466002,Unknown,721466002,5.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.305135+00:00,2025-05-29 13:18:33.305135+00:00,$100-500,Surgery
5d58dd87-6566-53da-bd2f-d6bf1755b673,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",164.84,CPT,professional,negotiated,b55ba692-f3d1-5bf8-9bba-277634b0722b,Organization-851546469,Unknown,851546469,3.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.305231+00:00,2025-05-29 13:18:33.305232+00:00,$100-500,Surgery
49f65ed0-8b9a-50e5-a77c-73473e831e68,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",164.84,CPT,professional,negotiated,293dd4ae-5b08-5358-abd7-4a3771a0f3f9,Organization-861588642,Unknown,861588642,3.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.305314+00:00,2025-05-29 13:18:33.305315+00:00,$100-500,Surgery
845e4d67-54f0-57bd-acd9-911f1036bf19,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,d498bbc5-e2b1-5c38-b872-028488541052,Organization-720478620,Unknown,720478620,163.0,[''],['Individual'],[],[],"['Family Medicine' 'Internal Medicine, Clinical Cardiac Electrophysiology'
 'Nurse Practitioner, Gerontology']",['Individual'],,,,Family Medicine,2025-05-29 13:18:33.305414+00:00,2025-05-29 13:18:33.305415+00:00,$0-100,Surgery
9f09a181-9536-5976-9018-b8ea7dca6381,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,a42b212c-5d9c-5966-bf5d-e4238e5368ba,Organization-721209527,Unknown,721209527,2.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.305773+00:00,2025-05-29 13:18:33.305773+00:00,$0-100,Surgery
9ed5f984-def3-50f5-8d98-d6e3703bc51b,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,a41d361c-314c-577f-8f26-508f601eaf55,Organization-472690442,Unknown,472690442,1.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.305859+00:00,2025-05-29 13:18:33.305859+00:00,$0-100,Surgery
7f8f9e85-e536-587d-81a7-637ad610828c,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,3e0b1237-3612-55c3-afb5-1d68620665c9,Organization-264542141,Unknown,264542141,30.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.305927+00:00,2025-05-29 13:18:33.305928+00:00,$0-100,Surgery
888fc047-0491-54d5-ad4d-8fbf6cdbd02d,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,e78e925e-d690-5609-866a-f6a524017d7c,Organization-721300680,Unknown,721300680,2.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.306117+00:00,2025-05-29 13:18:33.306118+00:00,$0-100,Surgery
52596025-aae7-5428-be23-9895023fe7db,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,596653cf-cb58-5dd6-896e-8b772c320c94,Organization-454406602,Unknown,454406602,1.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.306199+00:00,2025-05-29 13:18:33.306199+00:00,$0-100,Surgery
47880752-5674-540f-a324-21495fa7919c,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,0a409039-5b44-5e60-9ebb-e16a983e0a92,Organization-853028909,Unknown,853028909,2.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.306263+00:00,2025-05-29 13:18:33.306263+00:00,$0-100,Surgery
881b1e63-8153-5dba-8bde-8f802703669e,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,e5459f16-3611-5846-bae5-c2d67d5c9c27,Organization-203910769,Unknown,203910769,168.0,[''],['Individual'],[],[],"['Nurse Practitioner, Acute Care']",['Individual'],,,,"Nurse Practitioner, Acute Care",2025-05-29 13:18:33.306331+00:00,2025-05-29 13:18:33.306331+00:00,$0-100,Surgery
35541a3d-6b05-59b3-b9de-c7b942ac69de,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,d8d2ea9e-098b-509c-aabf-9e071ce93fbc,Organization-852360664,Unknown,852360664,20.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.306413+00:00,2025-05-29 13:18:33.306414+00:00,$0-100,Surgery
334a6253-ad63-5ddf-b68f-9249bd5d21f4,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,9060ea1d-b631-52f6-a1a0-700fcdbf460d,Organization-720683078,Unknown,720683078,24.0,[''],['Individual'],[],[],"['Internal Medicine, Gastroenterology']",['Individual'],,,,"Internal Medicine, Gastroenterology",2025-05-29 13:18:33.306478+00:00,2025-05-29 13:18:33.306478+00:00,$0-100,Surgery
796b4aca-26aa-5fac-abb6-901e4e418eae,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,921def92-d0ba-5a30-8d09-1c456b2594ff,Organization-853461578,Unknown,853461578,1.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.306596+00:00,2025-05-29 13:18:33.306597+00:00,$0-100,Surgery
b07fab1f-42a4-5af7-a4d2-fae2258a4445,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,5d484947-4d2e-51de-97a4-f1c7f917f966,Organization-300951534,Unknown,300951534,60.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.306662+00:00,2025-05-29 13:18:33.306663+00:00,$0-100,Surgery
d6ecd927-75c1-565b-b53e-6d0191df5de8,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,3a182c32-33de-5d9c-b8ca-3150b11b9b9c,Organization-721269878,Unknown,721269878,149.0,[''],['Individual'],[],[],"['Obstetrics & Gynecology' 'Internal Medicine'
 'Internal Medicine, Pulmonary Disease']",['Individual'],,,,Obstetrics & Gynecology,2025-05-29 13:18:33.306808+00:00,2025-05-29 13:18:33.306809+00:00,$0-100,Surgery
44fb03dd-bd97-5756-a02f-65f9c029a499,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,d88bcce3-6459-5644-9600-f11bafa44712,Organization-726000821,Unknown,726000821,47.0,[''],['Individual'],[],[],"['Psychiatry & Neurology, Neurology with Special Qualifications in Child Neurology']",['Individual'],,,,"Psychiatry & Neurology, Neurology with Special Qualifications in Child Neurology",2025-05-29 13:18:33.306873+00:00,2025-05-29 13:18:33.306873+00:00,$0-100,Surgery
19e08cde-222b-5d57-bba3-12db8a590548,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,8a7eb1fd-02c1-5922-81db-0b4b14a11853,Organization-300876536,Unknown,300876536,61.0,[''],['Individual'],[],[],"['Nurse Practitioner, Family']",['Individual'],,,,"Nurse Practitioner, Family",2025-05-29 13:18:33.306955+00:00,2025-05-29 13:18:33.306956+00:00,$0-100,Surgery
668d803f-05f6-5973-a19e-403c927d143c,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,cae5b03a-bb4d-541e-86e8-da81f6fcccef,Organization-843755134,Unknown,843755134,6.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.307017+00:00,2025-05-29 13:18:33.307017+00:00,$0-100,Surgery
ad0594f4-6e35-5e7e-858b-438d20adcf5a,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,1de3e8cd-bf60-5654-a4d2-5f7c90291bba,Organization-721319547,Unknown,721319547,7.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.307134+00:00,2025-05-29 13:18:33.307134+00:00,$0-100,Surgery
ca02603c-63ad-55b7-b69d-872d712f1c92,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,eef1f8e3-363a-5377-ae22-905e1326ede9,Organization-251925187,Unknown,251925187,88.0,[''],['Individual'],[],[],['Physician Assistant'],['Individual'],,,,Physician Assistant,2025-05-29 13:18:33.307252+00:00,2025-05-29 13:18:33.307252+00:00,$0-100,Surgery
24cd9cf7-1b79-5e19-b4be-70f45f5db3e9,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,8b4280dd-80ad-5424-ae7a-2b9df055eed6,Organization-264677203,Unknown,264677203,6.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.307321+00:00,2025-05-29 13:18:33.307321+00:00,$0-100,Surgery
ebd35884-8ac5-5a83-83d4-27f4ae14da1a,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,207a823f-9c00-5f66-a58b-47399854b1d8,Organization-463400116,Unknown,463400116,2.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.307385+00:00,2025-05-29 13:18:33.307385+00:00,$0-100,Surgery
26a511c3-136f-576c-8630-22f945d23f07,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,dbb469ef-89f9-5e58-9efc-1ec4682637f4,Organization-474013731,Unknown,474013731,31.0,[''],['Individual'],[],[],"['Nurse Practitioner, Family']",['Individual'],,,,"Nurse Practitioner, Family",2025-05-29 13:18:33.307440+00:00,2025-05-29 13:18:33.307440+00:00,$0-100,Surgery
7ff4f74c-e33f-563a-b6c9-9111efe05bed,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,d46268e7-48ed-54d1-8850-1d6e5fb0f63b,Organization-922740683,Unknown,922740683,2.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.307546+00:00,2025-05-29 13:18:33.307546+00:00,$0-100,Surgery
48a40532-44b1-5d2b-92b5-d72064a9fb3b,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,909efc05-42ee-569f-8c96-91290cdaa164,Organization-720551963,Unknown,720551963,7.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.307588+00:00,2025-05-29 13:18:33.307589+00:00,$0-100,Surgery
f240342a-71c7-5a05-86b3-ad1202325a60,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,22bf1851-e633-5929-b35c-a440153bbc6d,Organization-208613662,Unknown,208613662,5.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.307676+00:00,2025-05-29 13:18:33.307676+00:00,$0-100,Surgery
d7282742-44b5-55dd-b9bc-890d36899a8f,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,9bf6cee0-6ec0-5765-8e3e-55f218c146bc,Organization-720594537,Unknown,720594537,17.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.307754+00:00,2025-05-29 13:18:33.307755+00:00,$0-100,Surgery
6782c442-1268-5ffa-b483-212cca4a0174,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,f30b4a83-a74d-5310-8b39-0d7dd87a3cb8,Organization-464568405,Unknown,464568405,143.0,[''],['Individual'],[],[],['Internal Medicine'],['Individual'],,,,Internal Medicine,2025-05-29 13:18:33.307869+00:00,2025-05-29 13:18:33.307869+00:00,$0-100,Surgery
c7d59004-cab9-5873-b1d6-5d82b6ee28b0,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,3e0e5936-b5ab-593b-baaa-71e9578486d7,Organization-203278979,Unknown,203278979,8.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.307935+00:00,2025-05-29 13:18:33.307936+00:00,$0-100,Surgery
9dfcc7bc-8964-5924-8796-2ef8840abef0,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,2fe24b4b-4640-5bdf-b228-1c04185d7a96,Organization-473935831,Unknown,473935831,24.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.308075+00:00,2025-05-29 13:18:33.308075+00:00,$0-100,Surgery
716eae7c-bd5c-5673-9339-b16a5f154013,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,b00f54fa-cbb8-5522-83ee-ae3619af234e,Organization-271618580,Unknown,271618580,7.0,[''],['Individual'],[],[],['Physician Assistant'],['Individual'],,,,Physician Assistant,2025-05-29 13:18:33.308144+00:00,2025-05-29 13:18:33.308145+00:00,$0-100,Surgery
30eb2665-73f4-5030-9b12-86fdd37ed176,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,9ec8209e-30a4-5a86-ab65-a09547e7f2d9,Organization-261428333,Unknown,261428333,2.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.308284+00:00,2025-05-29 13:18:33.308284+00:00,$0-100,Surgery
2026c857-61c8-5d13-9653-5a6f62b54647,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,ac250fd0-9a2e-59c5-859e-ca006f3eeb99,Organization-850959548,Unknown,850959548,2.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.308368+00:00,2025-05-29 13:18:33.308368+00:00,$0-100,Surgery
44d3db6e-c935-5b54-86bc-9bb6fd05a8bc,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,eef42b38-fd3f-5547-926b-627916008241,Organization-352463092,Unknown,352463092,51.0,[''],['Individual'],[],[],"['Clinic/Center, Urgent Care' 'Physician Assistant']",['Organization' 'Individual'],,,,"Clinic/Center, Urgent Care",2025-05-29 13:18:33.308449+00:00,2025-05-29 13:18:33.308450+00:00,$0-100,Surgery
3614d1a2-61ce-5b4e-9e5c-4f2fe3b09a64,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,25204b09-3ec0-52a1-aaf2-9730bd87938f,Organization-461116776,Unknown,461116776,42.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.308669+00:00,2025-05-29 13:18:33.308670+00:00,$0-100,Surgery
3435a20c-1f30-5d8f-bbfe-9386a4fac4a9,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,94b96ea1-f12d-5005-8abc-e84e226d476f,Organization-201367299,Unknown,201367299,77.0,[''],['Individual'],[],[],['Nurse Practitioner'],['Individual'],,,,Nurse Practitioner,2025-05-29 13:18:33.308806+00:00,2025-05-29 13:18:33.308806+00:00,$0-100,Surgery
9eb4a2ed-8cc1-56b0-9328-314f8393b05c,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,ef449be9-083d-50a9-8825-a79eef9f6c28,Organization-461298435,Unknown,461298435,7.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.309137+00:00,2025-05-29 13:18:33.309138+00:00,$0-100,Surgery
6eef17d0-bb9d-5df5-b043-0008c18c24d3,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,80a974b1-618d-509f-b8e1-ae4e35a68c51,Organization-721501844,Unknown,721501844,2.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.309209+00:00,2025-05-29 13:18:33.309210+00:00,$0-100,Surgery
15235ac8-db5a-5fc7-bc58-90c7b32e2110,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,a4abdea2-2327-5a67-a826-88de92bfecf3,Organization-721492956,Unknown,721492956,5.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.309280+00:00,2025-05-29 13:18:33.309280+00:00,$0-100,Surgery
